Geneid	Chr	Start	End	Strand	Length	gene_name	Excel_name	gene_type
ENSG00000241449	chr7	150033653	150076655	+	43003	AC092666.1	'AC092666.1	lncRNA
ENSG00000241456	chr7	151427683	151439124	+	11442	AC005996.1	'AC005996.1	lncRNA
ENSG00000241457	chr3	146589602	146590325	+	724	PLSCR5-AS1	'PLSCR5-AS1	lncRNA
ENSG00000241468	chr7	99448475	99466331	-	17857	ATP5MF	'ATP5MF	protein_coding
ENSG00000241469	chr3	107840228	107882250	-	42023	LINC00635	'LINC00635	lncRNA
ENSG00000241472	chr3	62221249	62369406	-	148158	PTPRG-AS1	'PTPRG-AS1	lncRNA
ENSG00000241475	chr1	234660271	234667104	+	6834	AL160408.4	'AL160408.4	lncRNA
ENSG00000241476	chrX	52696896	52707189	-	10294	SSX2	'SSX2	protein_coding
ENSG00000241479	chr3	169447867	169477052	+	29186	AC074033.1	'AC074033.1	lncRNA
ENSG00000241484	chr22	44752558	44862788	+	110231	ARHGAP8	'ARHGAP8	protein_coding
ENSG00000241490	chr3	114214313	114236204	+	21892	AC093010.2	'AC093010.2	lncRNA
ENSG00000241505	chr1	190480379	190494297	+	13919	AL391645.1	'AL391645.1	lncRNA
ENSG00000241520	chr2	216483032	216487196	-	4165	AC098820.3	'AC098820.3	lncRNA
ENSG00000241525	chr17	404468	414023	-	9556	AC141424.1	'AC141424.1	lncRNA
ENSG00000241544	chr3	157081738	157088547	+	6810	LINC02029	'LINC02029	lncRNA
ENSG00000241553	chr3	9792495	9807726	+	15232	ARPC4	'ARPC4	protein_coding
ENSG00000241560	chr3	114351771	114388978	+	37208	ZBTB20-AS1	'ZBTB20-AS1	lncRNA
ENSG00000241563	chr1	10449719	10451902	+	2184	CORT	'CORT	protein_coding
ENSG00000241566	chr2	90004797	90005629	+	833	IGKV2D-24	'IGKV2D-24	IG_V_gene
ENSG00000241570	chr3	142960650	143001559	+	40910	PAQR9-AS1	'PAQR9-AS1	lncRNA
ENSG00000241572	chr3	64099273	64101122	+	1850	PRICKLE2-AS1	'PRICKLE2-AS1	lncRNA
ENSG00000241577	chr10	48883955	48935213	-	51259	AC060234.3	'AC060234.3	lncRNA
ENSG00000241593	chr3	81246579	81297345	-	50767	AC099542.1	'AC099542.1	lncRNA
ENSG00000241595	chr17	41249687	41250653	+	967	KRTAP9-4	'KRTAP9-4	protein_coding
ENSG00000241596	chr3	115658533	115661279	+	2747	AC092468.1	'AC092468.1	lncRNA
ENSG00000241598	chr11	1620958	1622138	-	1181	KRTAP5-4	'KRTAP5-4	protein_coding
ENSG00000241599	chr1	160446	161525	+	1080	AL627309.4	'AL627309.4	lncRNA
ENSG00000241635	chr2	233760248	233773299	+	13052	UGT1A1	'UGT1A1	protein_coding
ENSG00000241636	chr3	164670878	164686076	-	15199	LINC01323	'LINC01323	lncRNA
ENSG00000241644	chr7	30697985	30757602	+	59618	INMT	'INMT	protein_coding
ENSG00000241648	chr3	85799987	85828050	-	28064	CADM2-AS2	'CADM2-AS2	lncRNA
ENSG00000241657	chr7	142433895	142434394	+	500	TRBV11-2	'TRBV11-2	lncRNA
ENSG00000241666	chr1	167627385	167630674	-	3290	AL031733.2	'AL031733.2	lncRNA
ENSG00000241667	chr3	69591341	69593121	+	1781	AC104445.1	'AC104445.1	lncRNA
ENSG00000241669	chr3	167392796	167408519	+	15724	LINC01327	'LINC01327	lncRNA
ENSG00000241679	chr3	143123362	143131893	+	8532	AC018450.1	'AC018450.1	lncRNA
ENSG00000241684	chr3	64684909	65053439	+	368531	ADAMTS9-AS2	'ADAMTS9-AS2	lncRNA
ENSG00000241685	chr7	99325898	99366262	+	40365	ARPC1A	'ARPC1A	protein_coding
ENSG00000241696	chr3	180413008	180476778	+	63771	LINC02053	'LINC02053	lncRNA
ENSG00000241697	chr9	100473149	100577636	+	104488	TMEFF1	'TMEFF1	protein_coding
ENSG00000241720	chr1	109725820	109775252	+	49433	AL158847.1	'AL158847.1	lncRNA
ENSG00000241728	chr21	44328944	44330221	-	1278	AP001062.3	'AP001062.3	lncRNA
ENSG00000241743	chrX	113616300	114059289	-	442990	XACT	'XACT	lncRNA
ENSG00000241754	chr3	102621061	102673986	-	52926	AC063938.1	'AC063938.1	lncRNA
ENSG00000241755	chr2	89009982	89010515	-	534	IGKV1-9	'IGKV1-9	IG_V_gene
ENSG00000241764	chr7	107739999	107744581	-	4583	AC002467.1	'AC002467.1	lncRNA
ENSG00000241767	chr3	164714095	164831480	-	117386	LINC01324	'LINC01324	lncRNA
ENSG00000241769	chrX	149527591	149540959	-	13369	LINC00893	'LINC00893	lncRNA
ENSG00000241770	chr3	157163452	157169133	+	5682	AC104411.1	'AC104411.1	lncRNA
ENSG00000241772	chr2	138569090	138574458	+	5369	AC092620.1	'AC092620.1	lncRNA
ENSG00000241792	chr3	148093175	148127233	+	34059	AC092958.2	'AC092958.2	lncRNA
ENSG00000241794	chr1	153056120	153057512	-	1393	SPRR2A	'SPRR2A	protein_coding
ENSG00000241818	chr15	32656084	32673065	-	16982	AC123768.1	'AC123768.1	lncRNA
ENSG00000241832	chr22	17256859	17266733	-	9875	CECR3	'CECR3	lncRNA
ENSG00000241837	chr21	33903453	33915814	-	12362	ATP5PO	'ATP5PO	protein_coding
ENSG00000241839	chr15	64841883	64868002	+	26120	PLEKHO2	'PLEKHO2	protein_coding
ENSG00000241852	chr8	22599599	22604150	+	4552	C8orf58	'C8orf58	protein_coding
ENSG00000241860	chr1	141474	173862	-	32389	AL627309.5	'AL627309.5	lncRNA
ENSG00000241878	chr22	31618491	31662432	-	43942	PISD	'PISD	protein_coding
ENSG00000241881	chr7	142285750	142288869	+	3120	AC245088.2	'AC245088.2	lncRNA
ENSG00000241882	chr3	168288553	168291228	+	2676	AC124893.1	'AC124893.1	lncRNA
ENSG00000241884	chr3	67296300	67306359	+	10060	AC114401.1	'AC114401.1	lncRNA
ENSG00000241886	chrX	30698207	30721932	+	23726	AC112496.1	'AC112496.1	lncRNA
ENSG00000241911	chr7	142711384	142711924	+	541	TRBVB	'TRBVB	TR_V_pseudogene
ENSG00000241912	chr3	153376831	153377562	+	732	AC078788.2	'AC078788.2	lncRNA
ENSG00000241921	chr7	126378970	126424185	+	45216	AC000372.1	'AC000372.1	lncRNA
ENSG00000241933	chr3	57693205	57696596	+	3392	DENND6A-DT	'DENND6A-DT	lncRNA
ENSG00000241935	chr10	97584323	97612802	+	28480	HOGA1	'HOGA1	protein_coding
ENSG00000241945	chr21	44107373	44131181	+	23809	PWP2	'PWP2	protein_coding
ENSG00000241954	chr22	32383786	32385631	+	1846	AL021937.4	'AL021937.4	lncRNA
ENSG00000241956	chr5	164296696	165171643	+	874948	AC109466.1	'AC109466.1	lncRNA
ENSG00000241962	chr2	99141485	99322741	+	181257	AC079447.1	'AC079447.1	protein_coding
ENSG00000241973	chr22	20707691	20859417	-	151727	PI4KA	'PI4KA	protein_coding
ENSG00000241985	chr3	149648997	149650184	-	1188	WWTR1-IT1	'WWTR1-IT1	lncRNA
ENSG00000241990	chr22	46053705	46057210	+	3506	PRR34-AS1	'PRR34-AS1	lncRNA
ENSG00000242009	chr3	81840514	81953534	+	113021	AC129807.1	'AC129807.1	lncRNA
ENSG00000242012	chr3	182365147	182368256	+	3110	AC084211.1	'AC084211.1	lncRNA
ENSG00000242019	chr19	54724479	54736536	+	12058	KIR3DL3	'KIR3DL3	protein_coding
ENSG00000242021	chrX	27042907	27176298	-	133392	AC112493.1	'AC112493.1	lncRNA
ENSG00000242028	chr15	43796142	43803043	+	6902	HYPK	'HYPK	protein_coding
ENSG00000242029	chr3	109648107	109810861	+	162755	AC078980.1	'AC078980.1	lncRNA
ENSG00000242042	chr1	246516039	246524287	-	8249	LINC01743	'LINC01743	lncRNA
ENSG00000242048	chr7	151806490	151810820	+	4331	AC093583.1	'AC093583.1	lncRNA
ENSG00000242049	chr3	128463594	128472317	+	8724	DNAJB8-AS1	'DNAJB8-AS1	lncRNA
ENSG00000242072	chr7	115647461	115676329	-	28869	AC092590.1	'AC092590.1	lncRNA
ENSG00000242076	chr2	89266494	89268506	-	2013	IGKV1-33	'IGKV1-33	IG_V_gene
ENSG00000242078	chr7	129783370	129785185	-	1816	AC084864.1	'AC084864.1	lncRNA
ENSG00000242082	chr22	32205115	32278382	+	73268	SLC5A4-AS1	'SLC5A4-AS1	lncRNA
ENSG00000242094	chr3	71570255	71574457	-	4203	FOXP1-IT1	'FOXP1-IT1	lncRNA
ENSG00000242107	chr3	160016024	160031423	+	15400	LINC01100	'LINC01100	lncRNA
ENSG00000242110	chr5	33986165	34008104	-	21940	AMACR	'AMACR	protein_coding
ENSG00000242114	chr22	30425623	30429054	+	3432	MTFP1	'MTFP1	protein_coding
ENSG00000242120	chr3	70194479	70312638	-	118160	MDFIC2	'MDFIC2	protein_coding
ENSG00000242125	chr1	28505980	28510892	+	4913	SNHG3	'SNHG3	lncRNA
ENSG00000242136	chr2	9103440	9105114	+	1675	AC093904.2	'AC093904.2	lncRNA
ENSG00000242145	chr3	81208193	81208914	-	722	AC099542.2	'AC099542.2	lncRNA
ENSG00000242147	chr10	5594984	5632435	-	37452	LINC02657	'LINC02657	lncRNA
ENSG00000242154	chr7	105304277	105306642	+	2366	AC004884.2	'AC004884.2	lncRNA
ENSG00000242173	chr16	280450	283010	+	2561	ARHGDIG	'ARHGDIG	protein_coding
ENSG00000242190	chr3	81762706	81764756	-	2051	AC017015.2	'AC017015.2	lncRNA
ENSG00000242207	chr17	48628675	48634932	+	6258	HOXB-AS4	'HOXB-AS4	lncRNA
ENSG00000242220	chr21	32572238	32587373	-	15136	TCP10L	'TCP10L	protein_coding
ENSG00000242221	chr19	43064209	43083045	-	18837	PSG2	'PSG2	protein_coding
ENSG00000242242	chr3	110888384	111071553	-	183170	NECTIN3-AS1	'NECTIN3-AS1	lncRNA
ENSG00000242247	chr22	42796502	42858106	-	61605	ARFGAP3	'ARFGAP3	protein_coding
ENSG00000242252	chr1	156242184	156243317	+	1134	BGLAP	'BGLAP	protein_coding
ENSG00000242258	chr7	150433654	150448140	+	14487	LINC00996	'LINC00996	lncRNA
ENSG00000242259	chr22	19351368	19448232	-	96865	C22orf39	'C22orf39	protein_coding
ENSG00000242265	chr7	94656325	94669695	+	13371	PEG10	'PEG10	protein_coding
ENSG00000242268	chr3	168902194	168924590	+	22397	LINC02082	'LINC02082	lncRNA
ENSG00000242282	chr2	3531813	3536873	-	5061	AC108488.1	'AC108488.1	lncRNA
ENSG00000242290	chr3	114445521	114529452	+	83932	ZBTB20-AS5	'ZBTB20-AS5	lncRNA
ENSG00000242317	chr3	55493830	55505261	-	11432	AC121764.1	'AC121764.1	lncRNA
ENSG00000242339	chr3	84881984	84893379	+	11396	LINC02025	'LINC02025	lncRNA
ENSG00000242362	chrX	120977606	120980928	-	3323	CT47A2	'CT47A2	protein_coding
ENSG00000242366	chr2	233617645	233773310	+	155666	UGT1A8	'UGT1A8	protein_coding
ENSG00000242370	chr3	156441157	156446905	-	5749	KCNAB1-AS1	'KCNAB1-AS1	lncRNA
ENSG00000242371	chr2	89319625	89320146	-	522	IGKV1-39	'IGKV1-39	IG_V_gene
ENSG00000242372	chr20	35278911	35284985	-	6075	EIF6	'EIF6	protein_coding
ENSG00000242375	chr9	97195351	97197687	-	2337	AL590705.3	'AL590705.3	lncRNA
ENSG00000242385	chr3	116921431	116932238	+	10808	LINC00901	'LINC00901	lncRNA
ENSG00000242389	chrY	21903618	21918067	-	14450	RBMY1E	'RBMY1E	protein_coding
ENSG00000242391	chr1	52881216	52881730	-	515	AC099677.4	'AC099677.4	lncRNA
ENSG00000242396	chr1	54886875	54888001	+	1127	AC096536.2	'AC096536.2	lncRNA
ENSG00000242407	chr17	48733091	48733888	+	798	AC091179.1	'AC091179.1	lncRNA
ENSG00000242419	chr5	141484997	141512979	+	27983	PCDHGC4	'PCDHGC4	protein_coding
ENSG00000242428	chr3	58824437	59019093	+	194657	C3orf67-AS1	'C3orf67-AS1	lncRNA
ENSG00000242440	chr3	148279682	148401084	+	121403	LINC02046	'LINC02046	lncRNA
ENSG00000242441	chr2	48617798	48733148	+	115351	GTF2A1L	'GTF2A1L	protein_coding
ENSG00000242472	chr14	105863814	105863862	-	49	IGHJ5	'IGHJ5	IG_J_gene
ENSG00000242474	chr7	135853	149527	-	13675	AC093627.5	'AC093627.5	lncRNA
ENSG00000242485	chr1	1401909	1407293	-	5385	MRPL20	'MRPL20	protein_coding
ENSG00000242498	chr15	89895006	89912952	-	17947	ARPIN	'ARPIN	protein_coding
ENSG00000242512	chr3	181952343	182035644	+	83302	LINC01206	'LINC01206	lncRNA
ENSG00000242515	chr2	233636454	233773305	+	136852	UGT1A10	'UGT1A10	protein_coding
ENSG00000242516	chr3	75672300	75742048	+	69749	LINC00960	'LINC00960	lncRNA
ENSG00000242522	chr3	183548735	183552326	+	3592	KLHL6-AS1	'KLHL6-AS1	lncRNA
ENSG00000242534	chr2	89959979	89960754	+	776	IGKV2D-28	'IGKV2D-28	IG_V_gene
ENSG00000242536	chr3	157814822	158088997	-	274176	AC079943.2	'AC079943.2	lncRNA
ENSG00000242539	chr3	179396961	179399191	+	2231	AC007620.2	'AC007620.2	lncRNA
ENSG00000242540	chr2	5696220	5719670	+	23451	AC010729.2	'AC010729.2	lncRNA
ENSG00000242545	chr3	59464330	59510678	-	46349	AC126121.2	'AC126121.2	lncRNA
ENSG00000242550	chr18	63897174	63936111	+	38938	SERPINB10	'SERPINB10	protein_coding
ENSG00000242553	chr21	37221419	37237744	+	16326	AP001432.1	'AP001432.1	lncRNA
ENSG00000242568	chr3	55335462	55350915	-	15454	AC121764.2	'AC121764.2	lncRNA
ENSG00000242574	chr6	32934629	32941028	-	6400	HLA-DMB	'HLA-DMB	protein_coding
ENSG00000242578	chr3	170410512	170418615	+	8104	AC073288.2	'AC073288.2	lncRNA
ENSG00000242580	chr2	90209873	90210529	+	657	IGKV1D-43	'IGKV1D-43	IG_V_gene
ENSG00000242590	chr1	1055033	1056116	+	1084	AL645608.5	'AL645608.5	lncRNA
ENSG00000242593	chr7	124032126	124489572	+	457447	AC006148.1	'AC006148.1	lncRNA
ENSG00000242611	chr7	77038	81178	+	4141	AC093627.6	'AC093627.6	lncRNA
ENSG00000242612	chr16	401858	412487	+	10630	DECR2	'DECR2	protein_coding
ENSG00000242616	chr9	111661605	111670226	+	8622	GNG10	'GNG10	protein_coding
ENSG00000242618	chr3	72202944	72209914	-	6971	AC112219.1	'AC112219.1	lncRNA
ENSG00000242622	chr3	120094895	120136783	+	41889	AC092910.3	'AC092910.3	lncRNA
ENSG00000242628	chr2	24210650	24222201	+	11552	AC009228.1	'AC009228.1	lncRNA
ENSG00000242641	chr3	84638405	84881924	-	243520	LINC00971	'LINC00971	lncRNA
ENSG00000242659	chr3	113746872	113747408	-	537	AC108693.2	'AC108693.2	lncRNA
ENSG00000242671	chr3	146921795	146927429	+	5635	LINC02010	'LINC02010	lncRNA
ENSG00000242686	chr4	652850	656213	-	3364	AC107464.1	'AC107464.1	lncRNA
ENSG00000242689	chr11	58622665	58625733	+	3069	CNTF	'CNTF	protein_coding
ENSG00000242715	chr13	36222008	36297840	-	75833	CCDC169	'CCDC169	protein_coding
ENSG00000242732	chrX	72127110	72131901	-	4792	RTL5	'RTL5	protein_coding
ENSG00000242736	chr7	142299177	142299460	+	284	TRBV1	'TRBV1	TR_V_pseudogene
ENSG00000242741	chr3	73805754	73902960	+	97207	LINC02005	'LINC02005	lncRNA
ENSG00000242753	chr6	11414636	11515710	+	101075	AL445430.2	'AL445430.2	lncRNA
ENSG00000242759	chr3	106449775	107240671	-	790897	LINC00882	'LINC00882	lncRNA
ENSG00000242766	chr2	90082635	90083291	+	657	IGKV1D-17	'IGKV1D-17	IG_V_gene
ENSG00000242767	chr3	115100423	115103061	+	2639	ZBTB20-AS4	'ZBTB20-AS4	lncRNA
ENSG00000242770	chr3	112802478	112812819	+	10342	CD200R1L-AS1	'CD200R1L-AS1	lncRNA
ENSG00000242771	chr7	142372640	142372912	+	273	TRBV5-2	'TRBV5-2	TR_V_pseudogene
ENSG00000242775	chr3	55360443	55361829	-	1387	AC121764.3	'AC121764.3	lncRNA
ENSG00000242781	chr3	80764862	80789388	+	24527	LINC02050	'LINC02050	lncRNA
ENSG00000242790	chr3	155291188	155294176	+	2989	AC104831.1	'AC104831.1	lncRNA
ENSG00000242791	chr3	149976755	149979355	+	2601	AC117395.1	'AC117395.1	lncRNA
ENSG00000242795	chr3	169613510	169623951	-	10442	AC007849.1	'AC007849.1	lncRNA
ENSG00000242797	chr3	52288580	52299067	-	10488	GLYCTK-AS1	'GLYCTK-AS1	lncRNA
ENSG00000242798	chr7	100115214	100127139	-	11926	AC073842.2	'AC073842.2	lncRNA
ENSG00000242802	chr7	4775615	4794397	+	18783	AP5Z1	'AP5Z1	protein_coding
ENSG00000242808	chr3	180989762	181836880	+	847119	SOX2-OT	'SOX2-OT	lncRNA
ENSG00000242816	chr3	117719859	117794384	+	74526	AC092691.3	'AC092691.3	lncRNA
ENSG00000242828	chr3	80761042	80788963	-	27922	AC068756.1	'AC068756.1	lncRNA
ENSG00000242852	chr19	12461184	12513854	-	52671	ZNF709	'ZNF709	protein_coding
ENSG00000242861	chr1	225840883	225846522	-	5640	AL591895.1	'AL591895.1	lncRNA
ENSG00000242866	chr15	43599563	43618800	-	19238	STRC	'STRC	protein_coding
ENSG00000242875	chrY	21511338	21549094	+	37757	RBMY1B	'RBMY1B	protein_coding
ENSG00000242880	chr3	115147605	115564389	+	416785	AC026341.1	'AC026341.1	lncRNA
ENSG00000242887	chr14	105864587	105864635	-	49	IGHJ3	'IGHJ3	IG_J_gene
ENSG00000242902	chr7	128850162	128862626	-	12465	FLNC-AS1	'FLNC-AS1	lncRNA
ENSG00000242908	chr3	151751443	151928175	-	176733	AADACL2-AS1	'AADACL2-AS1	lncRNA
ENSG00000242925	chr3	155485803	155487121	+	1319	PLCH1-AS2	'PLCH1-AS2	lncRNA
ENSG00000242950	chr7	92468380	92477986	-	9607	ERVW-1	'ERVW-1	protein_coding
ENSG00000242973	chr6	46670444	46688165	-	17722	AL591242.1	'AL591242.1	lncRNA
ENSG00000243004	chr7	19918981	20140453	-	221473	AC005062.1	'AC005062.1	lncRNA
ENSG00000243018	chr7	151249325	151254390	+	5066	AC005486.1	'AC005486.1	lncRNA
ENSG00000243055	chrX	30699998	30724174	-	24177	GK-AS1	'GK-AS1	lncRNA
ENSG00000243056	chr5	140547662	140549576	+	1915	EIF4EBP3	'EIF4EBP3	protein_coding
ENSG00000243062	chr1	179730191	179742697	+	12507	AL359853.2	'AL359853.2	lncRNA
ENSG00000243063	chr2	88978468	88979081	-	614	IGKV3-7	'IGKV3-7	IG_V_gene
ENSG00000243069	chr3	154024401	154121347	-	96947	ARHGEF26-AS1	'ARHGEF26-AS1	lncRNA
ENSG00000243073	chr1	12879212	12886201	-	6990	PRAMEF4	'PRAMEF4	protein_coding
ENSG00000243081	chr3	112396647	112409134	-	12488	AC092894.1	'AC092894.1	lncRNA
ENSG00000243083	chr3	72151236	72207776	+	56541	LINC00870	'LINC00870	lncRNA
ENSG00000243089	chr3	99507187	99529985	-	22799	AC107029.1	'AC107029.1	lncRNA
ENSG00000243107	chr7	92200014	92206857	-	6844	AC000120.1	'AC000120.1	lncRNA
ENSG00000243130	chr19	43007656	43026474	-	18819	PSG11	'PSG11	protein_coding
ENSG00000243135	chr2	233729108	233773299	+	44192	UGT1A3	'UGT1A3	protein_coding
ENSG00000243137	chr19	43192702	43207299	-	14598	PSG4	'PSG4	protein_coding
ENSG00000243144	chr7	91311368	91515427	+	204060	AC079760.2	'AC079760.2	lncRNA
ENSG00000243147	chr2	27771717	27988087	+	216371	MRPL33	'MRPL33	protein_coding
ENSG00000243149	chr3	65174916	65193509	+	18594	LINC02040	'LINC02040	lncRNA
ENSG00000243150	chr3	158545189	158571066	-	25878	AC106707.1	'AC106707.1	lncRNA
ENSG00000243155	chr1	180944042	180976482	-	32441	AL162431.1	'AL162431.1	lncRNA
ENSG00000243156	chr22	17787649	18024561	-	236913	MICAL3	'MICAL3	protein_coding
ENSG00000243176	chr3	157174201	157381265	+	207065	AC092944.1	'AC092944.1	lncRNA
ENSG00000243179	chr2	113979909	113983258	+	3350	AC110769.1	'AC110769.1	lncRNA
ENSG00000243187	chr3	180680084	180700449	+	20366	CCDC39-AS1	'CCDC39-AS1	lncRNA
ENSG00000243193	chr7	107066591	107133733	-	67143	AC006387.1	'AC006387.1	lncRNA
ENSG00000243197	chr3	116709235	116723581	+	14347	TUSC7	'TUSC7	lncRNA
ENSG00000243220	chr7	116563594	116571234	-	7641	AC006159.2	'AC006159.2	lncRNA
ENSG00000243224	chr3	52239258	52241097	+	1840	AC006252.1	'AC006252.1	lncRNA
ENSG00000243230	chr7	129209775	129213545	-	3771	AC011005.4	'AC011005.4	lncRNA
ENSG00000243232	chr5	140966470	141012347	+	45878	PCDHAC2	'PCDHAC2	protein_coding
ENSG00000243238	chr2	89244781	89245596	-	816	IGKV2-30	'IGKV2-30	IG_V_gene
ENSG00000243243	chr7	116237929	116327896	-	89968	AC073130.2	'AC073130.2	lncRNA
ENSG00000243244	chr2	48529383	48598513	+	69131	STON1	'STON1	protein_coding
ENSG00000243264	chr2	89947512	89948279	+	768	IGKV2D-29	'IGKV2D-29	IG_V_gene
ENSG00000243273	chr3	150890636	151038818	+	148183	AC020636.1	'AC020636.1	lncRNA
ENSG00000243276	chr3	118004819	118810836	-	806018	AC068633.1	'AC068633.1	lncRNA
ENSG00000243279	chrX	49071161	49074002	-	2842	PRAF2	'PRAF2	protein_coding
ENSG00000243284	chr1	159854316	159862657	-	8342	VSIG8	'VSIG8	protein_coding
ENSG00000243290	chr2	89040224	89040745	-	522	IGKV1-12	'IGKV1-12	IG_V_gene
ENSG00000243295	chr3	59050164	59754808	+	704645	AC126121.3	'AC126121.3	lncRNA
ENSG00000243296	chr3	99500347	99505508	+	5162	AC078828.1	'AC078828.1	lncRNA
ENSG00000243305	chr3	152457759	152496813	-	39055	AC026347.1	'AC026347.1	lncRNA
ENSG00000243317	chr7	135662496	135693418	+	30923	STMP1	'STMP1	protein_coding
ENSG00000243319	chr13	102292327	102394519	-	102193	FGF14-IT1	'FGF14-IT1	lncRNA
ENSG00000243321	chr3	150077494	150080117	-	2624	LINC01998	'LINC01998	lncRNA
ENSG00000243335	chr7	66628767	66649067	+	20301	KCTD7	'KCTD7	protein_coding
ENSG00000243345	chr7	115789729	115791049	+	1321	AC093714.2	'AC093714.2	lncRNA
ENSG00000243347	chr3	148192872	148280098	-	87227	LINC02045	'LINC02045	lncRNA
ENSG00000243364	chr1	155063737	155069553	+	5817	EFNA4	'EFNA4	protein_coding
ENSG00000243368	chr3	183016255	183017808	+	1554	MCCC1-AS1	'MCCC1-AS1	lncRNA
ENSG00000243384	chr3	58572744	58574319	+	1576	AC119424.1	'AC119424.1	lncRNA
ENSG00000243389	chr2	112589040	112614431	+	25392	AC012442.2	'AC012442.2	lncRNA
ENSG00000243410	chr3	64011964	64016246	+	4283	PSMD6-AS1	'PSMD6-AS1	lncRNA
ENSG00000243414	chr5	115578650	115602479	-	23830	TICAM2	'TICAM2	protein_coding
ENSG00000243415	chr3	146064042	146105204	+	41163	AC107021.1	'AC107021.1	lncRNA
ENSG00000243433	chr7	151028781	151029754	-	974	AC010973.1	'AC010973.1	lncRNA
ENSG00000243449	chr4	2041993	2043970	+	1978	C4orf48	'C4orf48	protein_coding
ENSG00000243466	chr2	88947301	88947957	-	657	IGKV1-5	'IGKV1-5	IG_V_gene
ENSG00000243477	chr3	50296402	50299421	-	3020	NAA80	'NAA80	protein_coding
ENSG00000243479	chr7	157010805	157016426	+	5622	MNX1-AS1	'MNX1-AS1	lncRNA
ENSG00000243480	chr1	103616811	103625780	+	8970	AMY2A	'AMY2A	protein_coding
ENSG00000243485	chr1	29554	31109	+	1556	MIR1302-2HG	'MIR1302-2HG	lncRNA
ENSG00000243486	chr3	153881526	153940836	+	59311	AC068985.1	'AC068985.1	lncRNA
ENSG00000243489	chr21	44646414	44647650	+	1237	KRTAP10-11	'KRTAP10-11	protein_coding
ENSG00000243491	chr2	9757496	9770341	-	12846	AC082651.3	'AC082651.3	lncRNA
ENSG00000243509	chr20	63696652	63698684	+	2033	TNFRSF6B	'TNFRSF6B	protein_coding
ENSG00000243519	chr22	32376682	32377135	+	454	IGLVIVOR22-2	'IGLVIVOR22-2	IG_V_pseudogene
ENSG00000243543	chr20	45534196	45539495	-	5300	WFDC6	'WFDC6	protein_coding
ENSG00000243550	chr3	150265407	150296605	-	31199	LINC01214	'LINC01214	lncRNA
ENSG00000243566	chr7	76510428	76516521	+	6094	UPK3B	'UPK3B	protein_coding
ENSG00000243572	chr3	55178172	55189214	+	11043	LINC02017	'LINC02017	lncRNA
ENSG00000243574	chr7	124274671	124288852	-	14182	AC006148.2	'AC006148.2	lncRNA
ENSG00000243593	chr3	120833440	120836360	-	2921	LINC02049	'LINC02049	lncRNA
ENSG00000243613	chr1	153746851	153751227	-	4377	AL513523.4	'AL513523.4	lncRNA
ENSG00000243620	chr3	146909685	147370656	-	460972	AC092957.1	'AC092957.1	lncRNA
ENSG00000243627	chr21	34418715	34423966	-	5252	SMIM34A	'SMIM34A	protein_coding
ENSG00000243629	chr3	157081667	157128595	-	46929	LINC00880	'LINC00880	lncRNA
ENSG00000243636	chr1	207179296	207184062	+	4767	AL445493.2	'AL445493.2	lncRNA
ENSG00000243646	chr21	33266367	33310187	+	43821	IL10RB	'IL10RB	protein_coding
ENSG00000243649	chr6	31945650	31952084	+	6435	CFB	'CFB	protein_coding
ENSG00000243655	chr17	22524563	22525330	-	768	AC132825.2	'AC132825.2	lncRNA
ENSG00000243660	chr10	43436841	43483181	+	46341	ZNF487	'ZNF487	protein_coding
ENSG00000243667	chr2	68122936	68157549	-	34614	WDR92	'WDR92	protein_coding
ENSG00000243678	chr17	51165435	51171747	+	6313	NME2	'NME2	protein_coding
ENSG00000243694	chr3	80993854	81105182	+	111329	LINC02027	'LINC02027	lncRNA
ENSG00000243701	chr3	107220744	107348464	+	127721	DUBR	'DUBR	lncRNA
ENSG00000243708	chr15	41837775	41848147	+	10373	PLA2G4B	'PLA2G4B	protein_coding
ENSG00000243709	chr1	225886282	225911382	-	25101	LEFTY1	'LEFTY1	protein_coding
ENSG00000243710	chr1	43172149	43254358	+	82210	CFAP57	'CFAP57	protein_coding
ENSG00000243715	chr3	54874605	54901255	-	26651	CACNA2D3-AS1	'CACNA2D3-AS1	lncRNA
ENSG00000243716	chr16	22479121	22536521	+	57401	NPIPB5	'NPIPB5	protein_coding
ENSG00000243725	chr1	54715861	54742657	+	26797	TTC4	'TTC4	protein_coding
ENSG00000243729	chr6	29353749	29431967	-	78219	OR5V1	'OR5V1	protein_coding
ENSG00000243733	chr3	143111802	143112359	+	558	AC018450.2	'AC018450.2	lncRNA
ENSG00000243749	chr1	34981535	34985353	-	3819	TMEM35B	'TMEM35B	protein_coding
ENSG00000243762	chr22	20110821	20111875	-	1055	AC006547.2	'AC006547.2	lncRNA
ENSG00000243766	chr7	27198575	27207259	+	8685	HOTTIP	'HOTTIP	lncRNA
ENSG00000243772	chr19	54738513	54753052	+	14540	KIR2DL3	'KIR2DL3	protein_coding
ENSG00000243789	chr15	41828092	41837581	+	9490	JMJD7	'JMJD7	protein_coding
ENSG00000243795	chr3	113142350	113167819	-	25470	LINC02044	'LINC02044	lncRNA
ENSG00000243797	chr7	106372251	106770207	-	397957	AC004917.1	'AC004917.1	lncRNA
ENSG00000243799	chr3	179875376	179881609	+	6234	PEX5L-AS1	'PEX5L-AS1	lncRNA
